"id"	name	part id	part name
FMA37455	flexor digiti minimi brevis of foot	FMA37471	flexor digiti minimi brevis of right foot
FMA37450	flexor digitorum brevis	FMA37462	left flexor digitorum brevis
FMA37450	flexor digitorum brevis	FMA37461	right flexor digitorum brevis
FMA37452	flexor accessorius	FMA37466	left flexor accessorius
FMA37452	flexor accessorius	FMA37465	right flexor accessorius
FMA71321	set of lumbricals of foot	FMA37720	second lumbrical of left foot
FMA71321	set of lumbricals of foot	FMA37719	second lumbrical of right foot
FMA71321	set of lumbricals of foot	FMA37718	first lumbrical of left foot
FMA71321	set of lumbricals of foot	FMA37483	fourth lumbrical of right foot
FMA71321	set of lumbricals of foot	FMA37717	first lumbrical of right foot
FMA71321	set of lumbricals of foot	FMA37485	third lumbrical of right foot
FMA71321	set of lumbricals of foot	FMA37484	fourth lumbrical of left foot
FMA71321	set of lumbricals of foot	FMA37486	third lumbrical of left foot
FMA71322	set of dorsal interossei of foot	FMA74141	set of dorsal interossei of left foot
FMA71322	set of dorsal interossei of foot	FMA74140	set of dorsal interossei of right foot
FMA71323	set of plantar interossei of foot	FMA37741	third plantar interosseous of right foot
FMA71323	set of plantar interossei of foot	FMA37742	third plantar interosseous of left foot
FMA71323	set of plantar interossei of foot	FMA37743	second plantar interosseous of right foot
FMA71323	set of plantar interossei of foot	FMA37744	second plantar interosseous of left foot
FMA71323	set of plantar interossei of foot	FMA37745	first plantar interosseous of right foot
FMA71323	set of plantar interossei of foot	FMA37746	first plantar interosseous of left foot
FMA13902	fascia lata	FMA51048	iliotibial tract
FMA51048	iliotibial tract	FMA58777	left iliotibial tract
FMA51048	iliotibial tract	FMA58776	right iliotibial tract
FMA7152	alimentary system	FMA7131	esophagus
FMA7152	alimentary system	FMA7148	stomach
FMA7152	alimentary system	FMA14542	appendix
FMA7152	alimentary system	FMA49184	mouth
FMA7152	alimentary system	FMA46476	cheek
FMA7152	alimentary system	FMA7201	large intestine
FMA7152	alimentary system	FMA7198	pancreas
FMA7152	alimentary system	FMA7202	gallbladder
FMA7152	alimentary system	FMA7197	liver
FMA7152	alimentary system	FMA7200	small intestine
FMA7152	alimentary system	FMA21930	external anal sphincter
FMA59660	mucosa of mouth	FMA59762	gingiva
FMA59815	labial part of mouth	FMA46841	orbicularis oris
FMA59815	labial part of mouth	FMA59815nsn	labial part of mouth, nsn
FMA55634	maxillary dental arcade	FMA55681	right upper central secondary incisor tooth
FMA55634	maxillary dental arcade	FMA55680	right upper lateral secondary incisor tooth
FMA55634	maxillary dental arcade	FMA55700	left upper second secondary molar tooth
FMA55634	maxillary dental arcade	FMA55683	left upper lateral secondary incisor tooth
FMA55634	maxillary dental arcade	FMA55682	left upper central secondary incisor tooth
FMA55634	maxillary dental arcade	FMA55689	right upper first secondary premolar tooth
FMA55634	maxillary dental arcade	FMA55688	right upper second secondary premolar tooth
FMA55634	maxillary dental arcade	FMA55699	left upper first secondary molar tooth
FMA55634	maxillary dental arcade	FMA55798	right upper secondary canine tooth
FMA55634	maxillary dental arcade	FMA55799	left upper secondary canine tooth
FMA55634	maxillary dental arcade	FMA55697	right upper second secondary molar tooth
FMA55634	maxillary dental arcade	FMA55698	right upper first secondary molar tooth
FMA55634	maxillary dental arcade	FMA55691	left upper second secondary premolar tooth
FMA55634	maxillary dental arcade	FMA55690	left upper first secondary premolar tooth
FMA55635	mandibular dental arcade	FMA57142	right lower central secondary incisor tooth
FMA55635	mandibular dental arcade	FMA57141	left lower lateral secondary incisor tooth
FMA55635	mandibular dental arcade	FMA55687	left lower secondary canine tooth
FMA55635	mandibular dental arcade	FMA57140	right lower lateral secondary incisor tooth
FMA55635	mandibular dental arcade	FMA55686	right lower secondary canine tooth
FMA55635	mandibular dental arcade	FMA57143	left lower central secondary incisor tooth
FMA55635	mandibular dental arcade	FMA55695	right lower second secondary premolar tooth
FMA55635	mandibular dental arcade	FMA55692	left lower second secondary premolar tooth
FMA55635	mandibular dental arcade	FMA55693	left lower first secondary premolar tooth
FMA55635	mandibular dental arcade	FMA55694	right lower first secondary premolar tooth
FMA55635	mandibular dental arcade	FMA55706	right lower second secondary molar tooth
FMA55635	mandibular dental arcade	FMA55705	right lower first secondary molar tooth
FMA55635	mandibular dental arcade	FMA55704	left lower first secondary molar tooth
FMA55635	mandibular dental arcade	FMA55703	left lower second secondary molar tooth
FMA12823	incisor tooth	FMA55681	right upper central secondary incisor tooth
FMA12823	incisor tooth	FMA55680	right upper lateral secondary incisor tooth
FMA12823	incisor tooth	FMA55683	left upper lateral secondary incisor tooth
FMA12823	incisor tooth	FMA55682	left upper central secondary incisor tooth
FMA12823	incisor tooth	FMA57142	right lower central secondary incisor tooth
FMA12823	incisor tooth	FMA57141	left lower lateral secondary incisor tooth
FMA12823	incisor tooth	FMA57140	right lower lateral secondary incisor tooth
FMA12823	incisor tooth	FMA57143	left lower central secondary incisor tooth
FMA55636	canine tooth	FMA55798	right upper secondary canine tooth
FMA55636	canine tooth	FMA55799	left upper secondary canine tooth
FMA55636	canine tooth	FMA55687	left lower secondary canine tooth
FMA55636	canine tooth	FMA55686	right lower secondary canine tooth
FMA55637	premolar tooth	FMA55695	right lower second secondary premolar tooth
FMA55637	premolar tooth	FMA55691	left upper second secondary premolar tooth
FMA55637	premolar tooth	FMA55692	left lower second secondary premolar tooth
FMA55637	premolar tooth	FMA55693	left lower first secondary premolar tooth
FMA55637	premolar tooth	FMA55694	right lower first secondary premolar tooth
FMA55637	premolar tooth	FMA55689	right upper first secondary premolar tooth
FMA55637	premolar tooth	FMA55688	right upper second secondary premolar tooth
FMA55637	premolar tooth	FMA55690	left upper first secondary premolar tooth
FMA55638	molar tooth	FMA55699	left upper first secondary molar tooth
FMA55638	molar tooth	FMA55700	left upper second secondary molar tooth
FMA55638	molar tooth	FMA55697	right upper second secondary molar tooth
FMA55638	molar tooth	FMA55698	right upper first secondary molar tooth
FMA55638	molar tooth	FMA55706	right lower second secondary molar tooth
FMA55638	molar tooth	FMA55705	right lower first secondary molar tooth
FMA55638	molar tooth	FMA55704	left lower first secondary molar tooth
FMA55638	molar tooth	FMA55703	left lower second secondary molar tooth
FMA55623	crown of tooth	FMA55636	canine tooth
FMA7200	small intestine	FMA7206	duodenum
FMA7200	small intestine	FMA7207	jejunum
FMA7200	small intestine	FMA7208	ileum
FMA7201	large intestine	FMA14544	rectum
FMA7201	large intestine	FMA14543	colon
FMA14543	colon	FMA14543nsn	colon, nsn
FMA14543	colon	FMA14986	muscle layer of colon
FMA14986	muscle layer of colon	FMA14987	longitudinal muscle layer of colon
FMA14987	longitudinal muscle layer of colon	FMA76891	mesocolic taenia
FMA14987	longitudinal muscle layer of colon	FMA76893	free taenia
FMA14987	longitudinal muscle layer of colon	FMA76892	omental taenia
FMA7198	pancreas	FMA7198nsn	pancreas, nsn
FMA7198	pancreas	FMA10419	pancreatic duct
FMA7158	respiratory system	FMA7394	trachea
FMA7158	respiratory system	FMA13295	diaphragm
FMA7158	respiratory system	FMA71704	set of nasal cartilages
FMA7158	respiratory system	FMA49184	mouth
FMA7158	respiratory system	FMA55099	thyroid cartilage
FMA7158	respiratory system	FMA7409	bronchus
FMA7158	respiratory system	FMA7195	lung
FMA7158	respiratory system	FMA46472	nose
FMA59516	root of nose	FMA46769	procerus
FMA59516	root of nose	FMA52745	nasal bone
FMA54375	nasal septum	FMA60118	skeleton of nasal septum
FMA59837	bony part of nasal septum	FMA9710	vomer
FMA7195	lung	FMA7335	lower lobe of lung
FMA7195	lung	FMA7310	left lung
FMA7195	lung	FMA7309	right lung
FMA7195	lung	FMA7334	upper lobe of lung
FMA7309	right lung	FMA7383	middle lobe of lung
FMA7309	right lung	FMA7337	lower lobe of right lung
FMA7309	right lung	FMA7333	upper lobe of right lung
FMA7310	left lung	FMA7371	lower lobe of left lung
FMA7310	left lung	FMA7370	upper lobe of left lung
FMA7334	upper lobe of lung	FMA7333	upper lobe of right lung
FMA7334	upper lobe of lung	FMA7370	upper lobe of left lung
FMA7335	lower lobe of lung	FMA7371	lower lobe of left lung
FMA7335	lower lobe of lung	FMA7337	lower lobe of right lung
FMA9826	mediastinum	FMA9828	inferior mediastinum
FMA9826	mediastinum	FMA9827	superior mediastinum
FMA9827	superior mediastinum	FMA4058	left common carotid artery
FMA9827	superior mediastinum	FMA13341	sternohyoid
FMA9827	superior mediastinum	FMA13370	longus colli
FMA9827	superior mediastinum	FMA3932	brachiocephalic artery
FMA9827	superior mediastinum	FMA9607	thymus
FMA9828	inferior mediastinum	FMA9838	anterior mediastinum
FMA9828	inferior mediastinum	FMA9839	middle mediastinum
FMA9838	anterior mediastinum	FMA9607	thymus
FMA9839	middle mediastinum	FMA7088	heart
FMA7159	urinary system	FMA7203	kidney
FMA7159	urinary system	FMA9704	ureter
FMA7159	urinary system	FMA15900	urinary bladder
FMA7159	urinary system	FMA19667	urethra
FMA7203	kidney	FMA7205	left kidney
FMA7203	kidney	FMA7204	right kidney
FMA9704	ureter	FMA15572	left ureter
FMA9704	ureter	FMA15571	right ureter
FMA7160	genital system	FMA9579	perineum
FMA7160	genital system	FMA9600	prostate
FMA7160	genital system	FMA19090	pubococcygeus
FMA7160	genital system	FMA45664	male genital system
FMA45664	male genital system	FMA45642	male external genitalia
FMA45664	male genital system	FMA45655	male internal genitalia
FMA45655	male internal genitalia	FMA7210	testis
FMA45655	male internal genitalia	FMA18255	epididymis
FMA45655	male internal genitalia	FMA19234	deferent duct
FMA45655	male internal genitalia	FMA19386	seminal vesicle
FMA7210	testis	FMA7211	right testis
FMA7210	testis	FMA7212	left testis
FMA18255	epididymis	FMA18256	right epididymis
FMA18255	epididymis	FMA18257	left epididymis
FMA19234	deferent duct	FMA19236	left deferent duct
FMA19234	deferent duct	FMA19235	right deferent duct
FMA19386	seminal vesicle	FMA19387	right seminal vesicle
FMA19386	seminal vesicle	FMA19388	left seminal vesicle
FMA45642	male external genitalia	FMA9707	penis
FMA45642	male external genitalia	FMA18252	scrotum
FMA9707	penis	FMA18249	body of penis
FMA18249	body of penis	FMA19617	corpus spongiosum of penis
FMA18249	body of penis	FMA19618	corpus cavernosum of penis
FMA19617	corpus spongiosum of penis	FMA19617nsn	corpus spongiosum of penis, nsn
FMA19617	corpus spongiosum of penis	FMA18247	glans penis
FMA18252	scrotum	FMA7211	right testis
FMA18252	scrotum	FMA7212	left testis
FMA77304	muscle of anal triangle	FMA21930	external anal sphincter
FMA9668	endocrine system	FMA7210	testis
FMA9668	endocrine system	FMA13889	pituitary gland
FMA9668	endocrine system	FMA62033	pineal body
FMA9668	endocrine system	FMA9604	adrenal gland
FMA9668	endocrine system	FMA7198	pancreas
FMA9604	adrenal gland	FMA15630	left adrenal gland
FMA9604	adrenal gland	FMA15629	right adrenal gland
FMA7161	cardiovascular system	FMA4720	superior vena cava
FMA7161	cardiovascular system	FMA3734	aorta
FMA7161	cardiovascular system	FMA7088	heart
FMA7161	cardiovascular system	FMA50723	vein
FMA7161	cardiovascular system	FMA10951	inferior vena cava
FMA7161	cardiovascular system	FMA63814	set of veins
FMA7161	cardiovascular system	FMA50720	artery
FMA7161	cardiovascular system	FMA63812	set of arteries
FMA7161	cardiovascular system	FMA67611	anatomical valve
FMA7161	cardiovascular system	FMA223286	basal zone of heart
FMA50720	artery	FMA3939	common carotid artery
FMA50720	artery	FMA50040	left coronary artery
FMA50720	artery	FMA50737	celiac artery
FMA50720	artery	FMA14764	common iliac artery
FMA50720	artery	FMA50039	right coronary artery
FMA50720	artery	FMA14749	superior mesenteric artery
FMA50720	artery	FMA14768	left gastric artery
FMA50720	artery	FMA66326	pulmonary artery
FMA50720	artery	FMA3932	brachiocephalic artery
FMA50720	artery	FMA14751	renal artery
FMA50720	artery	FMA14771	common hepatic artery
FMA50720	artery	FMA14750	inferior mesenteric artery
FMA50720	artery	FMA14773	splenic artery
FMA67611	anatomical valve	FMA7246	pulmonary valve
FMA67611	anatomical valve	FMA7235	mitral valve
FMA67611	anatomical valve	FMA7234	tricuspid valve
FMA50723	vein	FMA12846	cardiac vein
FMA50723	vein	FMA18883	external iliac vein
FMA50723	vein	FMA14332	superior mesenteric vein
FMA50723	vein	FMA4723	brachiocephalic vein
FMA50723	vein	FMA18884	internal iliac vein
FMA50723	vein	FMA14331	splenic vein
FMA50723	vein	FMA14333	common iliac vein
FMA50723	vein	FMA14336	left renal vein
FMA50723	vein	FMA14335	right renal vein
FMA50723	vein	FMA4714	small cardiac vein
FMA50723	vein	FMA66643	pulmonary vein
FMA7088	heart	FMA12846	cardiac vein
FMA7088	heart	FMA9462	myocardium
FMA7088	heart	FMA50040	left coronary artery
FMA7088	heart	FMA50039	right coronary artery
FMA7088	heart	FMA7097	left atrium
FMA7088	heart	FMA7096	right atrium
FMA7088	heart	FMA7101	left ventricle
FMA7088	heart	FMA4714	small cardiac vein
FMA7088	heart	FMA7098	right ventricle
FMA7088	heart	FMA7274	wall of heart
FMA223286	basal zone of heart	FMA7097	left atrium
FMA7098	right ventricle	FMA7133	interventricular septum
FMA7098	right ventricle	FMA7234	tricuspid valve
FMA7098	right ventricle	FMA7216	outflow part of right ventricle
FMA7101	left ventricle	FMA7235	mitral valve
FMA7101	left ventricle	FMA7133	interventricular septum
FMA7133	interventricular septum	FMA7134	muscular part of interventricular septum
FMA7134	muscular part of interventricular septum	FMA7259	papillary muscle of right ventricle
FMA7134	muscular part of interventricular septum	FMA9352	papillary muscle of left ventricle
FMA7096	right atrium	FMA7234	tricuspid valve
FMA7097	left atrium	FMA7235	mitral valve
FMA7216	outflow part of right ventricle	FMA7246	pulmonary valve
FMA9462	myocardium	FMA7259	papillary muscle of right ventricle
FMA9462	myocardium	FMA9352	papillary muscle of left ventricle
FMA63812	set of arteries	FMA71670	set of interventricular septal branches of left coronary artery
FMA63812	set of arteries	FMA71669	set of interventricular septal branches of right coronary artery
FMA3734	aorta	FMA3786	thoracic aorta
FMA3734	aorta	FMA3784	descending aorta
FMA50039	right coronary artery	FMA3840	posterior interventricular branch of right coronary artery
FMA50039	right coronary artery	FMA76994	right posterolateral branch of right coronary artery
FMA50039	right coronary artery	FMA3818	marginal branch of right coronary artery
FMA50039	right coronary artery	FMA3802	trunk of right coronary artery
FMA3840	posterior interventricular branch of right coronary artery	FMA3840nsn	posterior interventricular branch of right coronary artery, nsn
FMA3840	posterior interventricular branch of right coronary artery	FMA71669	set of interventricular septal branches of right coronary artery
FMA50040	left coronary artery	FMA4685	stem of left coronary artery
FMA50040	left coronary artery	FMA3895	circumflex branch of left coronary artery
FMA50040	left coronary artery	FMA3862	anterior interventricular branch of left coronary artery
FMA3862	anterior interventricular branch of left coronary artery	FMA3862nsn	anterior interventricular branch of left coronary artery, nsn
FMA3862	anterior interventricular branch of left coronary artery	FMA71670	set of interventricular septal branches of left coronary artery
FMA3932	brachiocephalic artery	FMA3932nsn	brachiocephalic artery, nsn
FMA3932	brachiocephalic artery	FMA3941	right common carotid artery
FMA3932	brachiocephalic artery	FMA3951	subclavian artery
FMA3939	common carotid artery	FMA4058	left common carotid artery
FMA3939	common carotid artery	FMA3941	right common carotid artery
FMA3951	subclavian artery	FMA4694	left subclavian artery
FMA3951	subclavian artery	FMA3953	right subclavian artery
FMA3786	thoracic aorta	FMA3768	arch of aorta
FMA3786	thoracic aorta	FMA3736	ascending aorta
FMA14751	renal artery	FMA14753	left renal artery
FMA14751	renal artery	FMA14752	right renal artery
FMA14764	common iliac artery	FMA14766	left common iliac artery
FMA14764	common iliac artery	FMA14765	right common iliac artery
FMA14764	common iliac artery	FMA18805	external iliac artery
FMA14764	common iliac artery	FMA18808	internal iliac artery
FMA18808	internal iliac artery	FMA18810	left internal iliac artery
FMA18808	internal iliac artery	FMA18809	right internal iliac artery
FMA18805	external iliac artery	FMA18806	right external iliac artery
FMA18805	external iliac artery	FMA18807	left external iliac artery
FMA63814	set of veins	FMA76751	set of posterior veins of left ventricle
FMA63814	set of veins	FMA71567	set of anterior cardiac veins
FMA4714	small cardiac vein	FMA71567	set of anterior cardiac veins
FMA4723	brachiocephalic vein	FMA4724	internal jugular vein
FMA4723	brachiocephalic vein	FMA4725	subclavian vein
FMA4723	brachiocephalic vein	FMA4761	left brachiocephalic vein
FMA4723	brachiocephalic vein	FMA4751	right brachiocephalic vein
FMA4724	internal jugular vein	FMA4754	right internal jugular vein
FMA4724	internal jugular vein	FMA4762	left internal jugular vein
FMA4725	subclavian vein	FMA4763	left subclavian vein
FMA4725	subclavian vein	FMA4755	right subclavian vein
FMA14333	common iliac vein	FMA21388	left common iliac vein
FMA14333	common iliac vein	FMA21387	right common iliac vein
FMA18884	internal iliac vein	FMA18887	right internal iliac vein
FMA18884	internal iliac vein	FMA18888	left internal iliac vein
FMA18883	external iliac vein	FMA18885	right external iliac vein
FMA18883	external iliac vein	FMA18886	left external iliac vein
FMA9607	thymus	FMA71193	lobe of thymus
FMA71193	lobe of thymus	FMA71195	left lobe of thymus
FMA71193	lobe of thymus	FMA71194	right lobe of thymus
FMA74594	lymphoid system	FMA7196	spleen
FMA74594	lymphoid system	FMA9607	thymus
FMA7157	nervous system	FMA62045	optic chiasm
FMA7157	nervous system	FMA78439	roof of fourth ventricle
FMA7157	nervous system	FMA62072	posterior commissure
FMA7157	nervous system	FMA83716	subarachnoid space
FMA7157	nervous system	FMA50863	optic nerve
FMA7157	nervous system	FMA83687	allocortex
FMA7157	nervous system	FMA83929	white matter of neuraxis
FMA7157	nervous system	FMA75351	interventricular foramen
FMA7157	nervous system	FMA62046	optic tract
FMA7157	nervous system	FMA55675	neuraxis
FMA7157	nervous system	FMA67242	gray matter of neuraxis
FMA55675	neuraxis	FMA50801	brain
FMA55675	neuraxis	FMA7647	spinal cord
FMA67242	gray matter of neuraxis	FMA62023	metathalamus
FMA67242	gray matter of neuraxis	FMA61841	amygdala
FMA67242	gray matter of neuraxis	FMA74877	mammillary body
FMA67242	gray matter of neuraxis	FMA61842	septum of telencephalon
FMA67242	gray matter of neuraxis	FMA61830	cerebral cortex
FMA67242	gray matter of neuraxis	FMA61833	caudate nucleus
FMA67242	gray matter of neuraxis	FMA61835	globus pallidus
FMA67242	gray matter of neuraxis	FMA61834	putamen
FMA83929	white matter of neuraxis	FMA62080	stria medullaris of thalamus
FMA83929	white matter of neuraxis	FMA72417	brachium of superior colliculus
FMA83929	white matter of neuraxis	FMA61975	lamina terminalis
FMA83929	white matter of neuraxis	FMA61974	stria terminalis
FMA83929	white matter of neuraxis	FMA61965	fornix of forebrain
FMA83929	white matter of neuraxis	FMA86464	corpus callosum
FMA83929	white matter of neuraxis	FMA61822	white matter structure of cerebral hemisphere
FMA83929	white matter of neuraxis	FMA71114	brachium of inferior colliculus
FMA83929	white matter of neuraxis	FMA62394	peduncle of midbrain
FMA83929	white matter of neuraxis	FMA61950	internal capsule
FMA83929	white matter of neuraxis	FMA61961	anterior commissure
FMA83716	subarachnoid space	FMA83740	interpeduncular fossa
FMA7647	spinal cord	FMA78497	central canal of spinal cord
FMA50801	brain	FMA61992	forebrain
FMA50801	brain	FMA67687	hindbrain
FMA50801	brain	FMA61993	midbrain
FMA50801	brain	FMA78469	fourth ventricle
FMA67687	hindbrain	FMA62003	metencephalon
FMA67687	hindbrain	FMA62004	medulla oblongata
FMA62003	metencephalon	FMA67944	cerebellum
FMA62003	metencephalon	FMA67943	pons
FMA61993	midbrain	FMA62403	superior colliculus
FMA61993	midbrain	FMA62404	inferior colliculus
FMA61993	midbrain	FMA61993nsn	midbrain, nsn
FMA61993	midbrain	FMA78467	cerebral aqueduct
FMA61993	midbrain	FMA62394	peduncle of midbrain
FMA61992	forebrain	FMA62000	telencephalon
FMA61992	forebrain	FMA62001	diencephalon
FMA62001	diencephalon	FMA62009	epithalamus
FMA62001	diencephalon	FMA62008	hypothalamus
FMA62001	diencephalon	FMA62007	thalamus
FMA62001	diencephalon	FMA78454	third ventricle
FMA62000	telencephalon	FMA61817	cerebral hemisphere
FMA78439	roof of fourth ventricle	FMA61934	choroid plexus of cerebral hemisphere
FMA61934	choroid plexus of cerebral hemisphere	FMA274027	choroid plexus of right cerebral hemisphere
FMA61934	choroid plexus of cerebral hemisphere	FMA274029	choroid plexus of left cerebral hemisphere
FMA71114	brachium of inferior colliculus	FMA73464	brachium of left inferior colliculus
FMA71114	brachium of inferior colliculus	FMA73463	brachium of right inferior colliculus
FMA72417	brachium of superior colliculus	FMA73461	brachium of right superior colliculus
FMA72417	brachium of superior colliculus	FMA73462	brachium of left superior colliculus
FMA62404	inferior colliculus	FMA73434	right inferior colliculus
FMA62404	inferior colliculus	FMA73435	left inferior colliculus
FMA62404	inferior colliculus	FMA71114	brachium of inferior colliculus
FMA62403	superior colliculus	FMA72417	brachium of superior colliculus
FMA62403	superior colliculus	FMA73423	left superior colliculus
FMA62403	superior colliculus	FMA73422	right superior colliculus
FMA62009	epithalamus	FMA62032	habenula
FMA62009	epithalamus	FMA62033	pineal body
FMA62007	thalamus	FMA62023	metathalamus
FMA62007	thalamus	FMA258716	left thalamus
FMA62007	thalamus	FMA258714	right thalamus
FMA62080	stria medullaris of thalamus	FMA73413	right stria medullaris of thalamus
FMA62080	stria medullaris of thalamus	FMA73414	left stria medullaris of thalamus
FMA62023	metathalamus	FMA62211	medial geniculate body
FMA62023	metathalamus	FMA62209	lateral geniculate body
FMA62209	lateral geniculate body	FMA73304	left lateral geniculate body
FMA62209	lateral geniculate body	FMA73303	right lateral geniculate body
FMA62211	medial geniculate body	FMA73309	right medial geniculate body
FMA62211	medial geniculate body	FMA73310	left medial geniculate body
FMA62008	hypothalamus	FMA62008nsn	hypothalamus, nsn
FMA62008	hypothalamus	FMA62028	intermediate hypothalamic region
FMA62046	optic tract	FMA62382	right optic tract
FMA62046	optic tract	FMA67936	left optic tract
FMA62028	intermediate hypothalamic region	FMA62327	tuber cinereum
FMA61974	stria terminalis	FMA72940	left stria terminalis
FMA61974	stria terminalis	FMA72939	right stria terminalis
FMA61965	fornix of forebrain	FMA72924	right fornix of forebrain
FMA61965	fornix of forebrain	FMA72925	left fornix of forebrain
FMA61965	fornix of forebrain	FMA61970	commissure of fornix of forebrain
FMA61817	cerebral hemisphere	FMA61841	amygdala
FMA61817	cerebral hemisphere	FMA61842	septum of telencephalon
FMA61817	cerebral hemisphere	FMA67325	occipital lobe
FMA61817	cerebral hemisphere	BP51	orbital gyri straight gyrus
FMA61817	cerebral hemisphere	FMA67329	insula
FMA61817	cerebral hemisphere	FMA61833	caudate nucleus
FMA61817	cerebral hemisphere	FMA61826	parietal lobe
FMA61817	cerebral hemisphere	FMA61835	globus pallidus
FMA61817	cerebral hemisphere	FMA61825	temporal lobe
FMA61817	cerebral hemisphere	FMA61834	putamen
FMA61817	cerebral hemisphere	FMA72719	limbic lobe
FMA61817	cerebral hemisphere	FMA61824	frontal lobe
FMA61817	cerebral hemisphere	FMA78448	lateral ventricle
FMA61830	cerebral cortex	FMA72719	limbic lobe
FMA61830	cerebral cortex	FMA62429	neocortex
FMA61859	middle frontal gyrus	FMA72655	right middle frontal gyrus
FMA61859	middle frontal gyrus	FMA72656	left middle frontal gyrus
FMA61894	precentral gyrus	FMA72661	right precentral gyrus
FMA61894	precentral gyrus	FMA72662	left precentral gyrus
FMA61857	superior frontal gyrus	FMA72653	right superior frontal gyrus
FMA61857	superior frontal gyrus	FMA72654	left superior frontal gyrus
FMA61898	angular gyrus	FMA72669	right angular gyrus
FMA61898	angular gyrus	FMA72670	left angular gyrus
FMA61896	postcentral gyrus	FMA72666	left postcentral gyrus
FMA61896	postcentral gyrus	FMA72665	right postcentral gyrus
FMA61897	supramarginal gyrus	FMA72668	left supramarginal gyrus
FMA61897	supramarginal gyrus	FMA72667	right supramarginal gyrus
FMA61825	temporal lobe	FMA61906	middle temporal gyrus
FMA61825	temporal lobe	FMA61907	inferior temporal gyrus
FMA61825	temporal lobe	FMA61918	parahippocampal gyrus
FMA61825	temporal lobe	FMA61905	superior temporal gyrus
FMA61825	temporal lobe	FMA61908	fusiform gyrus
FMA61905	superior temporal gyrus	FMA72801	anterior part of left superior temporal gyrus
FMA61905	superior temporal gyrus	FMA72804	posterior part of right superior temporal gyrus
FMA61905	superior temporal gyrus	FMA72800	anterior part of right superior temporal gyrus
FMA61905	superior temporal gyrus	FMA72805	posterior part of left superior temporal gyrus
FMA61906	middle temporal gyrus	FMA72685	right middle temporal gyrus
FMA61906	middle temporal gyrus	FMA72686	left middle temporal gyrus
FMA61907	inferior temporal gyrus	FMA72688	left inferior temporal gyrus
FMA61907	inferior temporal gyrus	FMA72687	right inferior temporal gyrus
FMA67329	insula	FMA72977	right insula
FMA67329	insula	FMA72978	left insula
FMA67329	insula	FMA72701	right accessory short gyrus
FMA67329	insula	FMA72702	left accessory short gyrus
FMA61908	fusiform gyrus	FMA72689	right fusiform gyrus
FMA61908	fusiform gyrus	FMA72690	left fusiform gyrus
FMA72719	limbic lobe	FMA61918	parahippocampal gyrus
FMA72719	limbic lobe	FMA62434	cingulate gyrus
FMA72719	limbic lobe	FMA62424	archicortex
FMA62434	cingulate gyrus	FMA72718	left cingulate gyrus
FMA62434	cingulate gyrus	FMA72717	right cingulate gyrus
FMA61918	parahippocampal gyrus	FMA72705	right parahippocampal gyrus
FMA61918	parahippocampal gyrus	FMA72706	left parahippocampal gyrus
FMA78448	lateral ventricle	FMA78450	left lateral ventricle
FMA78448	lateral ventricle	FMA78449	right lateral ventricle
FMA62424	archicortex	FMA62493	hippocampus
FMA62429	neocortex	FMA61906	middle temporal gyrus
FMA62429	neocortex	FMA61907	inferior temporal gyrus
FMA62429	neocortex	FMA61898	angular gyrus
FMA62429	neocortex	FMA72701	right accessory short gyrus
FMA62429	neocortex	FMA61897	supramarginal gyrus
FMA62429	neocortex	FMA61905	superior temporal gyrus
FMA62429	neocortex	FMA61896	postcentral gyrus
FMA62429	neocortex	FMA72702	left accessory short gyrus
FMA62429	neocortex	FMA61908	fusiform gyrus
FMA62429	neocortex	FMA61859	middle frontal gyrus
FMA62429	neocortex	FMA61894	precentral gyrus
FMA62429	neocortex	FMA61857	superior frontal gyrus
FMA83687	allocortex	FMA62424	archicortex
FMA62493	hippocampus	FMA72714	left hippocampus
FMA62493	hippocampus	FMA72713	right hippocampus
FMA61841	amygdala	FMA72833	left amygdala
FMA61841	amygdala	FMA72832	right amygdala
FMA61842	septum of telencephalon	FMA61844	septum pellucidum
FMA61833	caudate nucleus	FMA72827	left caudate nucleus
FMA61833	caudate nucleus	FMA72826	right caudate nucleus
FMA61834	putamen	FMA72828	right putamen
FMA61834	putamen	FMA72829	left putamen
FMA61835	globus pallidus	FMA72831	left globus pallidus
FMA61835	globus pallidus	FMA72830	right globus pallidus
FMA61950	internal capsule	FMA61952	anterior limb of internal capsule
FMA61952	anterior limb of internal capsule	FMA72908	anterior limb of right internal capsule
FMA61952	anterior limb of internal capsule	FMA72909	anterior limb of left internal capsule
FMA50863	optic nerve	FMA50875	right optic nerve
FMA50863	optic nerve	FMA50878	left optic nerve
FMA78499	sense organ system	FMA50863	optic nerve
FMA78499	sense organ system	FMA54448	eye
FMA78499	sense organ system	FMA52780	ear
FMA54439	upper eyelid	FMA46784	palpebral part of orbicularis oculi
FMA54442	lower eyelid	FMA46784	palpebral part of orbicularis oculi
FMA72979	integumentary system	FMA70752	set of hairs
FMA72979	integumentary system	FMA74657	integument
FMA74657	integument	FMA7163	skin
FMA70752	set of hairs	FMA71098	set of eyebrows
FMA70752	set of hairs	FMA70751	set of head hairs
FMA70752	set of hairs	FMA70754	set of pubic hairs
BP48	superior parietal lobule precuneus	BP50	right superior parietal lobule precuneus
BP48	superior parietal lobule precuneus	BP49	left superior parietal lobule precuneus
FMA12846	cardiac vein	FMA4713	middle cardiac vein
FMA12846	cardiac vein	FMA76751	set of posterior veins of left ventricle
